Label,wkt_geom,name
water,"MultiPolygon (((63481.11881452589295805 431429.78271350741852075, 63480.29837697825860232 431426.50096331688109785, 63486.86187735935527598 431423.90291108272504061, 63494.65603406191075919 431423.21921312634367496, 63501.62975321682461072 431426.50096331688109785, 63502.31345117319142446 431430.60315105505287647, 63498.75822180009708973 431431.97054696781560779, 63492.87841937535995385 431428.82553636853117496, 63483.44338757753575919 431431.15010942018125206, 63481.11881452589295805 431429.78271350741852075)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
water,"MultiPolygon (((62964.9268574708403321 435435.56903984589735046, 62947.42418978791829431 435390.71845390839735046, 62917.88843807297234889 435351.33745162177365273, 62910.23102096169168362 435259.44844628643477336, 62922.26410499370831531 435211.31611015839735046, 63002.12002629705966683 435229.91269457148155198, 63036.03144493273430271 435406.03328813094412908, 62964.9268574708403321 435435.56903984589735046)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
water,"MultiPolygon (((62815.06026543577900156 435075.67043561569880694, 62817.24809889614698477 435016.59893218585057184, 62839.12643349980498897 434946.58826145413331687, 62857.72301791291829431 434873.29584053187863901, 62923.35802172389230691 434876.57759072241606191, 62950.70593997846299317 434926.89776031085057184, 62848.97168407145363744 435106.30010406085057184, 62815.06026543577900156 435075.67043561569880694)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
water,"MultiPolygon (((62632.37617149523430271 434892.98634167516138405, 62633.47008822541829431 434830.63308805471751839, 62658.63017301962099737 434800.00341960962396115, 62707.85642587785696378 434821.88175421324558556, 62738.48609432297234889 434815.31825383217073977, 62801.93326467358565424 434867.82625688094412908, 62768.02184603791829431 434918.14642646937863901, 62710.04425933821767103 434875.48367399221751839, 62664.09975667053367943 434873.29584053187863901, 62658.63017301962099737 434933.46126069192541763, 62632.37617149523430271 434892.98634167516138405)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
water,"MultiPolygon (((63809.15709398953185882 435211.3161101583391428, 63816.81451110081252409 435196.00127593579236418, 63864.9468472288644989 435190.53169228485785425, 63859.47726357795181684 435211.3161101583391428, 63834.31717878374183783 435220.06744399981107563, 63809.15709398953185882 435211.3161101583391428)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
struweel,"MultiPolygon (((64203.37733562915673247 437419.66050921549322084, 64203.92429399424872827 437381.37342365906806663, 64281.04542347214737674 437406.53350845328532159, 64327.53688450492336415 437416.37875902495579794, 64382.23272101406473666 437469.43372043879935518, 64394.81276341117336415 437486.93638812174322084, 64366.91788679150340613 437490.21813831228064373, 64270.65321453540673247 437442.08580218424322084, 64259.16708886848937254 437426.77096796169644222, 64203.92429399424872827 437424.03617613622918725, 64203.37733562915673247 437419.66050921549322084)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
struweel,"MultiPolygon (((63673.92163822060683742 437042.25923730240901932, 63842.3848146687814733 437046.63490422314498574, 63730.8053081901234691 436882.54739469569176435, 63599.53530056816816796 436718.45988516823854297, 63527.3367963760974817 436655.01271481765434146, 63446.38695834256213857 436488.7373718298622407, 63352.31011954682617215 436462.48337030544644222, 63266.98461459256213857 436486.54953836946515366, 63512.02196215353615116 436788.47055589995579794, 63625.78930209256213857 436932.86756428412627429, 63656.41897053768479964 437048.82273768348386511, 63673.92163822060683742 437042.25923730240901932)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
struweel,"MultiPolygon (((62965.06359706207149429 436138.68401817133417353, 63081.01877046145818895 436062.10984705854207277, 62903.80426017182617215 435860.8291687048622407, 62724.40191642182617215 435670.4876576530514285, 62560.31440689438750269 435499.83664774452336133, 62483.74023578158085002 435386.06930780544644222, 62365.59722892182617215 435298.55596939084352925, 62275.89605704682617215 435353.2518059000140056, 62965.06359706207149429 436138.68401817133417353)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
struweel,"MultiPolygon (((62787.8490867724394775 435528.27848272927803919, 62967.2514305224394775 435755.81316260731546208, 63201.34961078158085002 436020.54101131157949567, 63282.29944881511619315 436092.73951550363563001, 63444.19912488219415536 436127.74485086952336133, 63166.34427541572949849 435806.13333219569176435, 63078.8309370010974817 435657.36065689084352925, 62857.85975750414218055 435432.01381047314498574, 62735.34108372365881223 435215.41829789691837505, 62632.51291108645818895 435337.93697167740901932, 62787.8490867724394775 435528.27848272927803919)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
struweel,"MultiPolygon (((63122.58760620840621414 431790.36501569411484525, 63177.28344271755486261 431816.61901721853064373, 63231.97927922670351109 431740.04484610568033531, 63285.58119900566816796 431702.85167727945372462, 63294.33253284712554887 431644.87409057980403304, 63265.89069786237087101 431585.80258714989759028, 63122.58760620840621414 431790.36501569411484525)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
struweel,"MultiPolygon (((64136.64841508799145231 430150.58383714989759028, 64194.62600178768479964 430075.10358276730403304, 64214.31650293097482063 430060.88266527489759028, 64255.88533867793012178 430112.29675159347243607, 64225.25567023280746071 430159.33517099136952311, 64161.80849988219415536 430171.36825502337887883, 64162.90241661237814697 430212.93709077034145594, 64120.23966413524613017 430187.77700597612420097, 64136.64841508799145231 430150.58383714989759028)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
struweel,"MultiPolygon (((61950.86604859126964584 434273.82947239157510921, 61992.43488433821767103 434087.86362826044205576, 61979.3078835760243237 433908.46128451044205576, 62023.0645527833403321 433779.37911034887656569, 62213.40606383517297218 433814.38444571470608935, 62318.42206993273430271 433995.97462292510317639, 62314.0464030119983363 434192.87963435804704204, 62228.72089805773430271 434212.57013550132978708, 61950.86604859126964584 434273.82947239157510921)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
struweel,"MultiPolygon (((63648.35133465264516417 436661.84969438088592142, 63473.32465782337385463 436451.81768218579236418, 63512.70566010996117257 436320.54767456382978708, 63648.35133465264516417 436333.67467532603768632, 63819.0023445611805073 436631.22002593579236418, 63648.35133465264516417 436661.84969438088592142)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
laag gras,"MultiPolygon (((63610.47446787000808399 437472.16851226426661015, 63757.05930971451743972 437350.74375521397450939, 63787.68897815964010078 437362.77683924598386511, 63853.32398197061411338 437327.77150388015434146, 63870.82664965354342712 437362.77683924598386511, 63811.75514622366608819 437395.59434115147450939, 63781.12547777854342712 437430.59967651730403304, 63783.31331123891141033 437453.57192785118240863, 63710.02089031664945651 437448.1023442002478987, 63665.17030437914945651 437457.94759477191837505, 63653.13722034714010078 437485.29551302647450939, 63610.47446787000808399 437472.16851226426661015)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
laag gras,"MultiPolygon (((64205.56516908949561184 434904.74594652507221326, 64304.01767480596026871 434858.8014438574318774, 64258.07317213827627711 434653.14509858301607892, 64205.56516908949561184 434548.1290924854693003, 64096.17349607120559085 434548.1290924854693003, 64013.03582457730226452 434541.56559210433624685, 63964.9034884492502897 434454.05225368973333389, 63899.26848463827627711 434445.30091984826140106, 63988.96965651327627711 434594.07359515310963616, 64205.56516908949561184 434904.74594652507221326)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
laag gras,"MultiPolygon (((63389.50328837303095497 434596.2614286135067232, 63457.32612564437295077 434727.5314362354693003, 63643.29196977546962444 434591.88576169277075678, 63719.86614088827627711 434521.87509096105350181, 63673.92163822059228551 434456.24008715007221326, 63507.64629523279290879 434539.37775864399736747, 63413.56945643705694238 434535.00209172326140106, 63389.50328837303095497 434596.2614286135067232)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
laag gras,"MultiPolygon (((63026.32293395230226452 434703.46526817145058885, 63142.27810735168895917 434753.78543775982689112, 63356.68578646754758665 434780.03943928424268961, 63358.8736199279082939 434707.84093509218655527, 63205.72527770230226452 434677.21126664703479037, 63153.21727465352159925 434659.70859896409092471, 63046.01343509559228551 434664.08426588482689112, 63026.32293395230226452 434703.46526817145058885)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
laag gras,"MultiPolygon (((65482.7129515781198279 428051.90459029393969104, 65495.29299397522117943 428032.214089150656946, 65510.60782819778250996 428040.41846462700050324, 65513.34262002324248897 428050.26371519867097959, 65489.27645195921650156 428057.37417394481599331, 65482.7129515781198279 428051.90459029393969104)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
laag gras,"MultiPolygon (((65361.28819452780589927 428214.62470390868838876, 65365.11690308344986988 428224.19647529779467732, 65377.14998711545922561 428206.96728679741499946, 65384.53392504419753095 428205.32641170214628801, 65389.45655033001821721 428187.82374401920242235, 65401.76311354457720881 428176.33761835232144222, 65412.97576002895220881 428161.56974249484483153, 65407.77965556058188668 428154.45928374864161015, 65401.21615517948521301 428153.63884620100725442, 65386.99523768710787408 428177.15805589995579794, 65377.14998711545922561 428183.44807709846645594, 65361.28819452780589927 428214.62470390868838876)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
laag gras,"MultiPolygon (((65277.60356466881057713 428414.53798634972190484, 65281.43227322445454774 428404.96621496061561629, 65294.28579480410553515 428399.22315212711691856, 65297.29406581210787408 428409.61536106385756284, 65308.50671229648287408 428415.08494471479207277, 65297.567544994650234 428418.64017408789368346, 65277.60356466881057713 428414.53798634972190484)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
laag gras,"MultiPolygon (((64747.05395053008396644 429205.16630308941239491, 64774.4018687846546527 429173.44271791412029415, 64798.46803684868064011 429171.80184281879337505, 64808.86024578541400842 429188.21059377153869718, 64779.32449407047533896 429213.37067856575595215, 64752.5235341809966485 429216.65242875629337505, 64747.05395053008396644 429205.16630308941239491)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
laag gras,"MultiPolygon (((64322.067300854025234 429597.88240922504337505, 64323.16121758420922561 429568.34665751009015366, 64380.04488755372585729 429560.68924039881676435, 64389.8901381253672298 429539.9048225253354758, 64375.66922063298989087 429501.61773696896852925, 64409.58063926866452675 429455.67323430126998574, 64387.70230466500652255 429408.63481490343110636, 64385.51447120463853935 429372.53556280734483153, 64429.27114041195454774 429396.60173087136354297, 64456.619058666525234 429421.76181566558079794, 64458.80689212689321721 429446.92190045979805291, 64388.7962213951832382 429574.91015789122320712, 64373.48138717262918362 429592.41282557410886511, 64322.067300854025234 429597.88240922504337505)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
laag gras,"MultiPolygon (((64278.31063164671650156 429921.68176135909743607, 64336.28821834640984889 429813.38400507095502689, 64385.51447120463853935 429729.15241684688953683, 64406.2988890781198279 429758.68816856184275821, 64369.10572025190049317 429862.61025792919099331, 64336.28821834640984889 429961.06276364566292614, 64278.31063164671650156 429921.68176135909743607)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
laag gras,"MultiPolygon (((63309.51062747846299317 431603.57873401511460543, 63360.92471379705966683 431525.91064617212396115, 63349.98554649523430271 431471.2148096629534848, 63390.4604655119983363 431406.67372258217073977, 63423.27796741748898057 431343.22655223158653826, 63472.50422027571767103 431307.12730013550026342, 63485.63122103791101836 431334.47521839011460543, 63430.93538452876964584 431461.36955909134121612, 63382.80304840071767103 431558.72814807761460543, 63327.01329516139230691 431606.86048420565202832, 63309.51062747846299317 431603.57873401511460543)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
laag gras,"MultiPolygon (((63966.40762395330239087 431079.59262025752104819, 63968.59545741367037408 431061.5429942095070146, 63971.87720760422234889 431042.94640979636460543, 63989.37987528714438668 431042.3994514312944375, 64003.60079277952172561 431057.71428565384121612, 64018.36866863699106034 431076.31087006698362529, 63999.22512585879303515 431092.71962101972894743, 63987.19204182678367943 431093.26657938479911536, 63966.40762395330239087 431079.59262025752104819)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
laag gras,"MultiPolygon (((62778.14057579212385463 432334.58858895977027714, 62773.21795050630316837 432321.1881090149981901, 62786.61843045103887562 432310.52242089575156569, 62794.82280592741153669 432306.69371234008576721, 62826.27291192017582944 432325.83725511829834431, 62829.00770374562853249 432350.99733991251559928, 62826.81987028526782524 432365.21825740486383438, 62815.60722380089282524 432370.96132023836253211, 62796.46368102268752409 432352.36473582522012293, 62778.14057579212385463 432334.58858895977027714)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
laag gras,"MultiPolygon (((62601.47302386759110959 433284.38178994099143893, 62597.09735694686241914 433264.69128879770869389, 62616.24089972506044433 433241.17207909881835803, 62631.55573394762177486 433231.87378689221804962, 62653.98102691637177486 433255.93995495623676106, 62681.32894517094246112 433259.22170514683239162, 62684.06373699640244013 433289.30441522685578093, 62673.12456969456980005 433300.24358252866659313, 62638.66619269381044433 433284.92874830611981452, 62601.47302386759110959 433284.38178994099143893)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
laag gras,"MultiPolygon (((62498.64485123038321035 435150.056773268035613, 62461.45168240416387562 435103.01835387013852596, 62436.29159760996117257 435039.57118351955432445, 62426.44634703831252409 434975.03009643871337175, 62461.45168240416387562 434935.64909415214788169, 62536.93193678678653669 434977.21792989911045879, 62600.37910713739984203 435052.69818428170401603, 62558.81027139044454088 435131.46018885489320382, 62498.64485123038321035 435150.056773268035613)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
bos,"MultiPolygon (((64126.80316451634280384 436576.25071024446515366, 64199.00166870841349009 436604.69254522921983153, 64264.63667251938750269 436644.07354751584352925, 64262.44883905901951948 436670.32754904020112008, 64308.39334172670351109 436700.95721748535288498, 64382.77967937914218055 436644.07354751584352925, 64430.91201550719415536 436611.25604561035288498, 64402.4701805224394775 436530.30620757682481781, 64321.52034248890413437 436473.42253760725725442, 64238.38267099500080803 436447.1685360828996636, 64185.87466794622014277 436348.71603036642773077, 64098.36132953158085002 436339.96469652495579794, 64091.79782915048417635 436283.08102655544644222, 64100.54916299194883322 436237.1365238877478987, 64021.7871584187814733 436204.31902198225725442, 63908.0198184797554859 436204.31902198225725442, 63862.07531581207149429 436149.62318547314498574, 63820.5064800651234691 436153.99885239388095215, 63809.56731276329082903 436213.07035582372918725, 63993.34532343401951948 436372.78219843044644222, 64030.53849226023885421 436486.54953836946515366, 64115.86399721451016376 436587.18987754633417353, 64260.26100559865881223 436663.76404865912627429, 64126.80316451634280384 436576.25071024446515366)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
bos,"MultiPolygon (((63223.22794538523885421 435068.83345605240901932, 63216.66444500414218055 435226.35746519878739491, 63332.61961840353615116 435351.06397243961691856, 63461.70179256511619315 435493.27314736339030787, 63529.52462983645818895 435554.53248425363563001, 63761.43497663523885421 435600.47698692133417353, 63796.4403120010974817 435534.84198311035288498, 63700.17563974500080803 435342.31263859814498574, 63592.97180018707149429 435224.16963173839030787, 63326.0561180224394775 435064.45778913167305291, 63304.1777834187814733 435022.88895338476868346, 63223.22794538523885421 435068.83345605240901932)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
bos,"MultiPolygon (((63691.42430590352159925 434790.97860658605350181, 63636.72846939437295077 434648.7694316622801125, 63774.56197739742492558 434561.25609324767719954, 63908.01981847974093398 434703.46526817145058885, 64015.22365803767024772 434865.3649442385067232, 64185.87466794620559085 435130.09279294277075678, 64209.94083601023157826 435186.9764629122801125, 64078.67082838827627711 435259.17496710433624685, 64010.84799111693428131 435305.11946977203479037, 63859.88748235168895917 435108.21445833909092471, 63787.68897815961827291 434935.37561497022397816, 63691.42430590352159925 434790.97860658605350181)))",20190514_110143_SV1-03_50cm_RD_11bit_RGBI_Rockanje_Voornes Duin_diss_sing_wgs84_cropped_ndvi_height
