,r,g,b,i,ndvi,height,label,date,rd_x,rd_y,season
61,0.22790697674418603,0.21096654275092933,0.201505016722408,0.258719086873811,0.6777777777777779,0.13333333333333333,Hoog gras,20190302 105829,88192.33,470944.474,Spring
62,0.24534883720930234,0.21933085501858732,0.2065217391304348,0.27584020291693084,0.688888888888889,0.09019607843137255,Laag gras,20190302 105829,88501.64,471307.06,Spring
63,0.3616279069767442,0.354089219330855,0.35535117056856186,0.3772986683576411,0.7333333333333333,0.00392156862745098,Zand,20190302 105829,88921.76,471845.07,Spring
64,0.5372093023255814,0.5232342007434945,0.5100334448160535,0.5066582117945466,0.7444444444444446,0.2980392156862745,Struweel,20190302 105829,88764.44,471815.78,Spring
65,0.2325581395348837,0.19795539033457246,0.17642140468227424,0.2815472415979708,0.7111111111111111,0.6745098039215687,Bos,20190302 105829,89104.83,472040.04,Spring
66,0.2674418604651163,0.24070631970260223,0.2081939799331104,0.2466708941027267,0.611111111111111,0.5215686274509804,Struweel,20190302 105829,89457.29,471650.11,Spring
67,0.21976744186046515,0.19052044609665428,0.17307692307692307,0.31198478123018386,0.7777777777777778,0.592156862745098,Struweel,20190302 105829,88992.78,471040.71,Spring
68,0.38604651162790693,0.41263940520446096,0.45401337792642144,0.4838300570703868,0.8333333333333334,0.00392156862745098,Zand,20190302 105829,88726.08,470913.93,Spring
69,0.19999999999999996,0.17007434944237917,0.13879598662207357,0.22511097019657578,0.6444444444444445,0.00392156862745098,Laag gras,20190302 105829,88641.92,470532.17,Spring
70,0.41288433382137635,0.41608391608391604,0.4781181619256018,0.4563380281690141,0.8230769230769232,0.00392156862745098,Zand,20190308 111644,88701.76,471428.85,Spring
71,0.44655929721815524,0.47435897435897434,0.5689277899343544,0.5443661971830986,0.8692307692307693,0.00392156862745098,Zand,20190308 111644,88721.52,470912.3,Spring
72,0.27672035139092244,0.25757575757575757,0.26805251641137856,0.36619718309859156,0.8153846153846155,0.6235294117647059,Struweel,20190308 111644,88864.75,470850.32,Spring
73,0.46266471449487556,0.5011655011655012,0.6083150984682713,0.5767605633802817,0.8846153846153847,0.00392156862745098,Zand,20190308 111644,88518.12,470826.0,Spring
74,0.3733528550512445,0.337995337995338,0.3588621444201313,0.39647887323943665,0.7923076923076924,0.00392156862745098,Pad,20190308 111644,89275.201,471856.199,Spring
75,0.2489019033674964,0.21095571095571095,0.22428884026258206,0.3007042253521127,0.7538461538461539,0.0,Water,20190308 111644,88364.58,470599.96,Spring
76,0.3997071742313324,0.4172494172494172,0.49124726477024067,0.47887323943661975,0.8461538461538461,0.00392156862745098,Zand,20190308 111644,87707.516,469920.189,Spring
77,0.22693997071742322,0.18881118881118883,0.1838074398249453,0.24929577464788732,0.7000000000000001,0.3529411764705882,Struweel,20190308 111644,89081.779,471956.212,Spring
78,0.2298682284040996,0.1934731934731935,0.19693654266958427,0.28661971830985916,0.7538461538461539,0.00392156862745098,Laag gras,20190308 111644,89260.326,471769.772,Spring
79,0.22401171303074674,0.18648018648018647,0.18599562363238514,0.30845070422535215,0.7846153846153846,0.788235294117647,Bos,20190308 111644,89615.725,472113.13,Spring
80,0.20204978038067356,0.16666666666666666,0.15973741794310725,0.22183098591549297,0.6692307692307693,0.403921568627451,Struweel,20190308 111644,88684.439,471686.159,Spring
81,0.25915080527086387,0.22960372960372963,0.25601750547045954,0.3288732394366197,0.7846153846153846,0.14509803921568626,Hoog gras,20190308 111644,88708.069,471654.917,Spring
82,0.2781844802342607,0.2342657342657343,0.23960612691466082,0.27535211267605636,0.7076923076923077,0.16862745098039217,Hoog gras,20190308 111644,88616.1083,471659.1439,Spring
83,0.26647144948755497,0.22494172494172496,0.2275711159737418,0.2626760563380282,0.6923076923076924,0.00392156862745098,Laag gras,20190308 111644,88617.362,471648.302,Spring
84,0.25768667642752563,0.21794871794871798,0.2264770240700219,0.3014084507042254,0.7538461538461539,0.0,Water,20190308 111644,88342.79,470571.44,Spring
85,0.2679355783308931,0.24475524475524477,0.29540481400437635,0.37464788732394366,0.8307692307692308,0.49019607843137253,Laag gras,20190308 111644,88817.611,470869.189,Spring
86,0.2298682284040996,0.1958041958041958,0.2013129102844639,0.30211267605633807,0.7692307692307693,0.592156862745098,Struweel,20190308 111644,88875.561,470853.92,Spring
87,0.36456808199121526,0.32750582750582746,0.3413566739606127,0.3330985915492958,0.7307692307692308,0.00392156862745098,Pad,20190308 111644,88766.629,471740.526,Spring
88,0.4304538799414349,0.4405594405594405,0.5273522975929977,0.5112676056338028,0.8538461538461539,0.00392156862745098,Zand,20190308 111644,88741.7,470682.28,Spring
89,0.25768667642752563,0.22727272727272727,0.2330415754923414,0.32816901408450705,0.7846153846153846,0.4117647058823529,Struweel,20190308 111644,88324.65,470609.61,Spring
90,0.21961932650073213,0.19230769230769232,0.17286652078774617,0.33802816901408456,0.8230769230769232,0.00392156862745098,Laag gras,20190308 111644,87953.4,469948.07,Spring
91,0.294289897510981,0.25757575757575757,0.2592997811816193,0.3394366197183099,0.7769230769230769,0.18823529411764706,Laag gras,20190308 111644,87827.018,469945.491,Spring
92,0.24011713030746706,0.1934731934731935,0.1892778993435449,0.24788732394366197,0.6923076923076924,0.2392156862745098,Struweel,20190308 111644,88517.91,471367.65,Spring
93,0.35724743777452417,0.34615384615384615,0.37636761487964987,0.4169014084507043,0.8153846153846155,0.00392156862745098,Hoog gras,20190308 111644,88468.971,471411.524,Spring
94,0.4421669106881406,0.4708624708624708,0.573304157549234,0.547887323943662,0.876923076923077,0.00392156862745098,Zand,20190308 111644,88647.86,471009.67,Spring
95,0.42898975109809667,0.4487179487179487,0.537199124726477,0.5140845070422535,0.8615384615384616,0.13333333333333333,Zand,20190308 111644,88174.09,470433.76,Spring
96,0.29575402635431924,0.26573426573426573,0.2899343544857768,0.34929577464788736,0.7846153846153846,0.13333333333333333,Hoog gras,20190308 111644,88192.33,470944.474,Spring
97,0.22840409956076135,0.18881118881118883,0.19584245076586432,0.2626760563380282,0.7153846153846154,0.09019607843137255,Laag gras,20190308 111644,88501.64,471307.06,Spring
98,0.37188872620790636,0.36946386946386944,0.4288840262582057,0.4169014084507043,0.8076923076923077,0.00392156862745098,Zand,20190308 111644,88921.76,471845.07,Spring
99,0.24011713030746706,0.196969696969697,0.18708971553610504,0.22605633802816902,0.6538461538461539,0.2980392156862745,Struweel,20190308 111644,88764.44,471815.78,Spring
100,0.21669106881405564,0.1724941724941725,0.17833698030634576,0.26760563380281693,0.7307692307692308,0.6745098039215687,Bos,20190308 111644,89104.83,472040.04,Spring
101,0.26647144948755497,0.2377622377622378,0.23194748358862144,0.3894366197183099,0.8461538461538461,0.5215686274509804,Struweel,20190308 111644,89457.29,471650.11,Spring
102,0.2635431918008785,0.22960372960372963,0.24398249452954052,0.35281690140845073,0.8076923076923077,0.592156862745098,Struweel,20190308 111644,88992.78,471040.71,Spring
103,0.4216691068814056,0.4463869463869463,0.5481400437636761,0.5204225352112677,0.8692307692307693,0.00392156862745098,Zand,20190308 111644,88726.08,470913.93,Spring
104,0.21229868228404103,0.1794871794871795,0.17833698030634576,0.2852112676056338,0.7615384615384616,0.00392156862745098,Laag gras,20190308 111644,88641.92,470532.17,Spring
105,0.427170868347339,0.4822771213748658,0.48408104196816204,0.22688226376958062,0.7701863354037266,0.00392156862745098,Zand,20190422 111335,88701.76,471428.85,Spring
106,0.43137254901960786,0.4973147153598282,0.5050651230101303,0.24153612935826177,0.7826086956521738,0.00392156862745098,Zand,20190422 111335,88721.52,470912.3,Spring
107,0.18487394957983194,0.20300751879699244,0.1931982633863965,0.2309247094492168,0.8757763975155279,0.6235294117647059,Struweel,20190422 111335,88864.75,470850.32,Spring
108,0.43137254901960786,0.49087003222341574,0.5014471780028944,0.2374936836786256,0.7763975155279502,0.00392156862745098,Zand,20190422 111335,88518.12,470826.0,Spring
109,0.31932773109243695,0.36519871106337276,0.35166425470332846,0.2445679636179889,0.8322981366459626,0.00392156862745098,Pad,20190422 111335,89275.201,471856.199,Spring
110,0.2226890756302521,0.2234156820622986,0.24167872648335742,0.1710459828196059,0.7763975155279502,0.0,Water,20190422 111335,88364.58,470599.96,Spring
111,0.3669467787114846,0.4285714285714286,0.4377713458755427,0.21349166245578577,0.7763975155279502,0.00392156862745098,Zand,20190422 111335,87707.516,469920.189,Spring
112,0.17507002801120453,0.1815252416756176,0.17727930535455858,0.18393127842344623,0.8198757763975155,0.3529411764705882,Struweel,20190422 111335,89081.779,471956.212,Spring
113,0.19747899159663862,0.20837808807733618,0.21490593342981185,0.15386558868115213,0.7577639751552795,0.00392156862745098,Laag gras,20190422 111335,89260.326,471769.772,Spring
114,0.1778711484593838,0.19011815252416756,0.18958031837916062,0.2016169782718545,0.8447204968944099,0.788235294117647,Bos,20190422 111335,89615.725,472113.13,Spring
115,0.15266106442577032,0.17078410311493017,0.16353111432706222,0.17761495704901467,0.826086956521739,0.403921568627451,Struweel,20190422 111335,88684.439,471686.159,Spring
116,0.20028011204481788,0.2116004296455424,0.22069464544138925,0.16851945426983328,0.7826086956521738,0.14509803921568626,Hoog gras,20190422 111335,88708.069,471654.917,Spring
117,0.2100840336134454,0.21804511278195485,0.2264833574529667,0.14906518443658415,0.7391304347826086,0.16862745098039217,Hoog gras,20190422 111335,88616.1083,471659.1439,Spring
118,0.19467787114845936,0.19763694951664876,0.20405209840810418,0.10510358767054069,0.6459627329192547,0.00392156862745098,Laag gras,20190422 111335,88617.362,471648.302,Spring
119,0.22549019607843135,0.22771213748657357,0.2445730824891461,0.1591712986356746,0.7515527950310559,0.0,Water,20190422 111335,88342.79,470571.44,Spring
120,0.20028011204481788,0.22556390977443605,0.20549927641099852,0.24911571500757962,0.888198757763975,0.49019607843137253,Laag gras,20190422 111335,88817.611,470869.189,Spring
121,0.18067226890756305,0.20193340494092374,0.18596237337192473,0.2387569479535119,0.888198757763975,0.592156862745098,Struweel,20190422 111335,88875.561,470853.92,Spring
122,0.26610644257703087,0.2889366272824919,0.2930535455861071,0.11647296614451744,0.639751552795031,0.00392156862745098,Pad,20190422 111335,88766.629,471740.526,Spring
123,0.41736694677871145,0.47798066595059074,0.4884225759768451,0.22764022233451242,0.7701863354037266,0.00392156862745098,Zand,20190422 111335,88741.7,470682.28,Spring
124,0.16666666666666663,0.18474758324382382,0.17366136034732269,0.15765538150581104,0.7826086956521738,0.4117647058823529,Struweel,20190422 111335,88324.65,470609.61,Spring
125,0.19747899159663862,0.23200859291084855,0.21852387843704774,0.25720060636685194,0.9006211180124223,0.00392156862745098,Laag gras,20190422 111335,87953.4,469948.07,Spring
126,0.1918767507002801,0.20622986036519872,0.19898697539797391,0.2086912582112178,0.8447204968944099,0.18823529411764706,Laag gras,20190422 111335,87827.018,469945.491,Spring
127,0.1456582633053221,0.14930182599355532,0.15195369030390735,0.09802930773117736,0.6521739130434783,0.2392156862745098,Struweel,20190422 111335,88517.91,471367.65,Spring
128,0.25770308123249297,0.2814178302900108,0.27351664254703323,0.11445174330469936,0.6335403726708074,0.00392156862745098,Hoog gras,20190422 111335,88468.971,471411.524,Spring
129,0.4369747899159664,0.5026852846401718,0.5094066570188133,0.24355735219807986,0.7826086956521738,0.00392156862745098,Zand,20190422 111335,88647.86,471009.67,Spring
130,0.4467787114845938,0.514500537056928,0.5209840810419681,0.24482061647296618,0.7826086956521738,0.13333333333333333,Zand,20190422 111335,88174.09,470433.76,Spring
131,0.24789915966386555,0.271750805585392,0.27424023154848043,0.16978271854471957,0.7577639751552795,0.13333333333333333,Hoog gras,20190422 111335,88192.33,470944.474,Spring
132,0.22128851540616246,0.22986036519871103,0.23661360347322719,0.16472966144517437,0.7639751552795031,0.09019607843137255,Laag gras,20190422 111335,88501.64,471307.06,Spring
133,0.40476190476190477,0.4554242749731472,0.4587554269175108,0.22460838807478528,0.7763975155279502,0.00392156862745098,Zand,20190422 111335,88921.76,471845.07,Spring
134,0.1876750700280112,0.19441460794844254,0.19392185238784368,0.14451743304699347,0.7453416149068323,0.2980392156862745,Struweel,20190422 111335,88764.44,471815.78,Spring
135,0.1736694677871149,0.1890440386680988,0.18234442836468884,0.16953006568974233,0.8012422360248447,0.6745098039215687,Bos,20190422 111335,89104.83,472040.04,Spring
136,0.20028011204481788,0.2116004296455424,0.21345875542691747,0.16877210712481053,0.7826086956521738,0.5215686274509804,Struweel,20190422 111335,89457.29,471650.11,Spring
137,0.20028011204481788,0.22126745435016112,0.2091172214182344,0.2028802425467408,0.8322981366459626,0.592156862745098,Struweel,20190422 111335,88992.78,471040.71,Spring
138,0.42156862745098045,0.49409237379162196,0.5014471780028944,0.2367357251136938,0.7826086956521738,0.00392156862745098,Zand,20190422 111335,88726.08,470913.93,Spring
139,0.1834733893557423,0.1890440386680988,0.1968162083936324,0.14653865588681156,0.7515527950310559,0.00392156862745098,Laag gras,20190422 111335,88641.92,470532.17,Spring
140,0.3391089108910891,0.3634651600753296,0.4168908015061861,0.2032347307937859,0.6987179487179487,0.00392156862745098,Zand,20190601 105844,88701.76,471428.85,Summer
141,0.3533415841584159,0.3926553672316384,0.45454545454545453,0.22983613534794636,0.7243589743589743,0.00392156862745098,Zand,20190601 105844,88721.52,470912.3,Summer
142,0.1386138613861386,0.1548964218455744,0.15223238300161376,0.2728240051074697,0.9358974358974359,0.6235294117647059,Struweel,20190601 105844,88864.75,470850.32,Summer
143,0.3731435643564357,0.4114877589453861,0.47875201721355565,0.24217918706107683,0.7307692307692307,0.00392156862745098,Zand,20190601 105844,88518.12,470826.0,Summer
144,0.24319306930693071,0.2768361581920904,0.27111350188273264,0.21259842519685038,0.782051282051282,0.00392156862745098,Pad,20190601 105844,89275.201,471856.199,Summer
145,0.16336633663366337,0.18314500941619583,0.19096288327057556,0.20089380719301977,0.8269230769230769,0.0,Water,20190601 105844,88364.58,470599.96,Summer
146,0.30321782178217827,0.3394538606403013,0.39698762775685853,0.20429878697595233,0.7243589743589743,0.00392156862745098,Zand,20190601 105844,87707.516,469920.189,Summer
147,0.1454207920792079,0.1657250470809793,0.1619150080688542,0.22834645669291337,0.8846153846153846,0.3529411764705882,Struweel,20190601 105844,89081.779,471956.212,Summer
148,0.15284653465346534,0.17749529190207158,0.17321140398063473,0.2238774207278144,0.8717948717948718,0.00392156862745098,Laag gras,20190601 105844,89260.326,471769.772,Summer
149,0.13799504950495048,0.16854990583804141,0.15277030661646043,0.30729942540966165,0.967948717948718,0.788235294117647,Bos,20190601 105844,89615.725,472113.13,Summer
150,0.20544554455445543,0.230225988700565,0.2259279182356105,0.33539050861885505,0.9358974358974359,0.403921568627451,Struweel,20190601 105844,88684.439,471686.159,Summer
151,0.17017326732673269,0.19397363465160072,0.19150080688542226,0.22706958927431367,0.8589743589743589,0.14509803921568626,Hoog gras,20190601 105844,88708.069,471654.917,Summer
152,0.17202970297029704,0.18879472693032012,0.19042495965572886,0.18663545435198978,0.8012820512820512,0.16862745098039217,Hoog gras,20190601 105844,88616.1083,471659.1439,Summer
153,0.17759900990099012,0.1967984934086629,0.19956966110812263,0.20536284315811873,0.8205128205128205,0.00392156862745098,Laag gras,20190601 105844,88617.362,471648.302,Summer
154,0.17326732673267328,0.18926553672316382,0.20333512641204946,0.20876782294105128,0.8333333333333333,0.0,Water,20190601 105844,88342.79,470571.44,Summer
155,0.1547029702970297,0.1699623352165725,0.17213555675094136,0.2819748882741009,0.9294871794871794,0.49019607843137253,Laag gras,20190601 105844,88817.611,470869.189,Summer
156,0.14108910891089108,0.1558380414312618,0.15438407746100052,0.27793147478186847,0.9358974358974359,0.592156862745098,Struweel,20190601 105844,88875.561,470853.92,Summer
157,0.23700495049504952,0.2405838041431262,0.26465841850457233,0.15130878910406467,0.6794871794871795,0.00392156862745098,Pad,20190601 105844,88766.629,471740.526,Summer
158,0.34529702970297027,0.3799435028248588,0.44109736417428724,0.2268567780378804,0.7307692307692307,0.00392156862745098,Zand,20190601 105844,88741.7,470682.28,Summer
159,0.17141089108910892,0.1972693032015066,0.19096288327057556,0.2613321983400724,0.8974358974358974,0.4117647058823529,Struweel,20190601 105844,88324.65,470609.61,Summer
160,0.16646039603960397,0.1873822975517891,0.2259279182356105,0.1862098318791232,0.8076923076923077,0.00392156862745098,Laag gras,20190601 105844,87953.4,469948.07,Summer
161,0.14232673267326731,0.1709039548022599,0.1624529316837009,0.25452223877420727,0.9166666666666666,0.18823529411764706,Laag gras,20190601 105844,87827.018,469945.491,Summer
162,0.14665841584158415,0.16290018832391712,0.16030123722431414,0.22834645669291337,0.8846153846153846,0.2392156862745098,Struweel,20190601 105844,88517.91,471367.65,Summer
163,0.2902227722772277,0.3116760828625235,0.3410435718128026,0.2672909129602043,0.8141025641025641,0.00392156862745098,Hoog gras,20190601 105844,88468.971,471411.524,Summer
164,0.3626237623762376,0.3997175141242938,0.4631522323830016,0.2334539263673122,0.7243589743589743,0.00392156862745098,Zand,20190601 105844,88647.86,471009.67,Summer
165,0.3471534653465347,0.3761770244821092,0.4367939752555137,0.2177058948712492,0.7115384615384616,0.13333333333333333,Zand,20190601 105844,88174.09,470433.76,Summer
166,0.18131188118811883,0.2024482109227872,0.2140935987089833,0.17301553522025961,0.7692307692307692,0.13333333333333333,Hoog gras,20190601 105844,88192.33,470944.474,Summer
167,0.15099009900990099,0.1746704331450094,0.17428725121032812,0.18961481166205574,0.8269230769230769,0.09019607843137255,Laag gras,20190601 105844,88501.64,471307.06,Summer
168,0.3607673267326733,0.39030131826742,0.4518558364712211,0.2255799106192807,0.717948717948718,0.00392156862745098,Zand,20190601 105844,88921.76,471845.07,Summer
169,0.13428217821782176,0.1497175141242938,0.14308768154922,0.15896999361566289,0.7884615384615384,0.2980392156862745,Struweel,20190601 105844,88764.44,471815.78,Summer
170,0.1547029702970297,0.1770244821092279,0.17213555675094136,0.3053841242817621,0.9487179487179487,0.6745098039215687,Bos,20190601 105844,89104.83,472040.04,Summer
